Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,yearID,teamID
LAA,77,85,39,724,162,1421.2,9.20,3.75,1.19,.305,69.6%,44.5%,13.5%,92.9,4.69,,4.25,4.26,15.4,2021,
OAK,86,76,39,666,162,1433.0,8.37,2.76,1.20,.290,73.7%,40.3%,11.8%,93.2,4.02,,4.10,4.35,15.1,2021,
MIA,67,95,33,757,162,1415.0,8.78,3.36,1.03,.290,71.6%,44.6%,12.0%,93.8,3.96,,4.01,4.21,15.1,2021,
TOR,91,71,34,698,162,1405.1,9.40,3.03,1.34,.284,75.5%,43.0%,14.5%,93.5,3.91,,4.18,4.06,14.6,2021,
SEA,90,72,51,746,162,1440.1,8.30,3.03,1.23,.288,71.1%,40.5%,12.1%,93.2,4.30,,4.26,4.47,14.3,2021,
COL,74,87,33,704,161,1397.0,8.18,3.47,1.26,.302,69.8%,44.8%,14.3%,94.5,4.83,,4.47,4.38,13.3,2021,
SDP,79,83,43,786,162,1430.0,9.55,3.25,1.29,.287,73.6%,42.8%,14.3%,94.4,4.10,,4.18,4.08,12.8,2021,
KCR,74,88,37,718,162,1417.1,8.53,3.75,1.20,.301,70.3%,42.2%,12.6%,94.0,4.64,,4.39,4.52,12.5,2021,
STL,90,72,50,718,162,1417.0,7.78,3.86,0.97,.272,73.2%,43.7%,10.8%,93.4,4.00,,4.30,4.66,12.1,2021,
CLE,80,82,39,697,162,1408.0,8.89,3.34,1.38,.282,72.8%,42.6%,14.7%,93.9,4.34,,4.43,4.27,10.2,2021,
DET,77,85,42,739,162,1419.2,7.98,3.62,1.26,.289,72.6%,44.5%,13.2%,94.1,4.32,,4.60,4.65,10.2,2021,
MIN,73,89,42,691,162,1419.1,8.35,3.07,1.52,.290,68.9%,41.0%,15.0%,92.2,4.83,,4.66,4.44,8.2,2021,
BAL,52,110,26,731,162,1402.0,7.92,3.61,1.66,.305,66.7%,39.7%,15.1%,92.9,5.85,,5.15,4.91,7.9,2021,
WSN,65,97,36,731,162,1394.1,8.69,3.54,1.59,.289,71.0%,41.0%,16.0%,93.3,4.82,,4.87,4.53,6.5,2021,
PIT,61,101,25,745,162,1396.1,8.46,3.91,1.37,.302,70.1%,40.9%,13.8%,93.4,5.08,,4.74,4.70,5.0,2021,
CHC,71,91,40,761,162,1412.2,8.65,3.80,1.50,.294,70.9%,44.8%,17.2%,93.0,4.88,,4.88,4.43,4.9,2021,
TEX,60,102,31,669,162,1424.1,7.83,3.24,1.47,.288,70.3%,42.4%,14.9%,93.6,4.80,,4.76,4.57,4.5,2021,
ARI,52,110,22,727,162,1417.1,7.86,3.52,1.47,.299,68.2%,40.2%,13.8%,92.2,5.15,,4.88,4.85,4.0,2021,
