Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,yearID,teamID
ARI,2409,6157,176,693,658,79,9.1%,23.7%,.162,.286,.235,.310,.397,.306,,88,7.1,-85.3,79.2,19.4,2018,
SEA,2373,6087,176,677,644,79,7.1%,20.1%,.154,.295,.254,.314,.408,.313,,100,-7.0,-8.3,-17.4,18.0,2018,
PIT,2293,6066,157,692,665,70,7.8%,20.3%,.154,.298,.254,.317,.407,.312,,95,-13.3,-51.7,29.1,17.4,2018,
COL,2368,6178,210,780,748,95,8.2%,22.6%,.179,.304,.256,.322,.435,.325,,88,3.2,-85.1,53.2,16.8,2018,
CIN,2402,6240,172,696,665,77,9.0%,22.1%,.148,.307,.254,.328,.401,.317,,94,-1.9,-44.8,8.6,16.6,2018,
MIN,2351,6154,166,738,704,47,8.7%,21.6%,.155,.298,.250,.318,.405,.313,,96,0.6,-30.5,-17.4,16.0,2018,
NYM,2333,6177,170,676,649,71,9.2%,22.7%,.154,.283,.234,.312,.389,.305,,94,2.6,-43.1,-8.3,14.8,2018,
TOR,2435,6076,217,709,680,47,8.2%,22.8%,.183,.286,.244,.312,.427,.319,,101,-27.1,-22.5,-49.7,13.2,2018,
PHI,2474,6136,186,677,653,69,9.5%,24.8%,.158,.289,.234,.314,.393,.307,,91,2.9,-68.5,-3.1,12.6,2018,
KCR,2184,6063,155,638,606,117,7.0%,21.6%,.146,.293,.245,.305,.392,.303,,87,-7.4,-98.8,11.6,11.6,2018,
TEX,2300,6163,194,737,696,74,9.0%,24.1%,.164,.292,.240,.318,.404,.315,,89,7.2,-77.4,-15.1,11.4,2018,
MIA,2434,6083,128,589,554,45,7.5%,22.8%,.119,.293,.237,.303,.357,.289,,83,-15.8,-138.9,49.3,10.5,2018,
CHW,2348,6071,182,656,639,98,7.0%,26.3%,.160,.304,.241,.302,.401,.304,,92,-7.2,-67.5,-52.9,8.2,2018,
SDP,2380,6059,162,617,583,95,7.8%,25.1%,.145,.294,.235,.297,.380,.294,,84,-5.7,-122.0,10.0,8.2,2018,
SFG,2412,6113,133,603,573,77,7.3%,24.0%,.129,.299,.239,.300,.368,.290,,82,-2.9,-140.4,7.9,6.2,2018,
DET,2323,6029,135,630,597,70,7.1%,22.2%,.138,.293,.241,.300,.380,.295,,83,6.4,-118.5,-20.5,6.2,2018,
BAL,2313,6034,188,622,593,81,7.0%,23.4%,.152,.286,.239,.298,.391,.299,,87,-9.6,-104.1,-75.1,2.0,2018,
HOU,2309,6394,288,920,891,67,10.1%,18.2%,.221,.296,.274,.352,.495,.355,,124,-9.5,187.8,-2.5,39.9,2019,
LAD,2413,6281,279,886,861,57,9.7%,21.6%,.215,.291,.257,.338,.472,.338,,110,11.9,92.5,51.7,34.0,2019,
NYY,2312,6245,306,943,904,55,9.1%,23.0%,.222,.306,.267,.339,.490,.346,,117,-0.8,132.5,-14.5,32.8,2019,
MIN,2320,6392,307,939,906,28,8.2%,20.9%,.224,.300,.270,.338,.494,.347,,116,-8.4,125.4,-26.7,31.5,2019,
OAK,2363,6269,257,845,800,49,9.2%,21.3%,.199,.282,.249,.327,.448,.327,,107,-1.7,55.3,18.3,28.6,2019,
BOS,2455,6475,245,901,857,68,9.1%,21.3%,.197,.313,.269,.340,.466,.338,,106,-7.0,41.7,10.9,27.3,2019,
WSN,2327,6267,231,873,824,116,9.3%,20.9%,.190,.306,.265,.342,.454,.336,,104,3.7,34.7,35.8,26.8,2019,
ATL,2411,6302,249,855,824,89,9.8%,23.3%,.195,.305,.258,.336,.452,.332,,101,11.0,18.3,46.2,26.3,2019,
NYM,2445,6290,242,791,767,56,8.2%,22.0%,.185,.299,.257,.328,.442,.325,,105,-17.0,24.3,21.3,24.5,2019,
MIL,2514,6309,250,769,744,101,10.0%,24.8%,.192,.296,.246,.329,.438,.324,,97,5.9,-20.4,64.6,24.4,2019,
TBR,2459,6285,217,769,730,94,8.6%,23.8%,.178,.306,.254,.325,.431,.321,,104,8.4,40.6,-13.0,24.2,2019,
CHC,2429,6195,256,814,783,45,9.4%,23.6%,.200,.297,.252,.331,.452,.330,,100,-2.2,0.6,45.0,24.1,2019,
STL,2413,6167,210,764,714,116,9.1%,23.0%,.170,.292,.245,.322,.415,.314,,95,14.4,-23.8,61.4,23.3,2019,
ARI,2418,6315,220,813,778,88,8.6%,21.5%,.182,.293,.252,.323,.434,.319,,93,18.3,-42.3,68.5,22.6,2019,
CLE,2321,6124,223,769,731,103,9.2%,21.8%,.183,.289,.250,.323,.432,.319,,97,4.3,-16.3,31.9,22.5,2019,
PHI,2431,6261,215,774,742,78,9.0%,23.2%,.181,.293,.246,.319,.427,.314,,90,13.8,-65.6,71.3,20.5,2019,
LAA,2425,6251,220,769,734,65,9.4%,20.4%,.175,.281,.247,.324,.422,.316,,96,-6.1,-41.1,4.6,17.9,2019,
SEA,2347,6199,239,758,730,115,9.5%,25.5%,.187,.287,.237,.316,.424,.314,,99,13.4,4.2,-50.1,16.8,2019,
SDP,2413,6019,219,682,652,70,8.4%,26.3%,.172,.293,.238,.308,.410,.305,,89,-11.1,-101.1,52.5,14.4,2019,
COL,2452,6288,224,835,803,71,7.8%,23.9%,.190,.321,.265,.326,.456,.328,,87,1.6,-105.0,16.8,11.4,2019,
TOR,2354,6091,247,726,697,51,8.4%,24.9%,.192,.280,.236,.305,.428,.310,,92,-7.0,-71.4,-25.7,11.4,2019,
PIT,2441,6228,163,758,722,64,6.8%,19.5%,.156,.309,.265,.321,.420,.313,,92,-4.6,-72.8,-22.1,10.6,2019,
CHW,2311,6042,182,708,676,63,6.3%,25.6%,.153,.329,.261,.314,.414,.309,,92,5.3,-59.6,-52.2,9.8,2019,
SFG,2493,6170,167,678,655,47,7.7%,23.3%,.153,.290,.239,.302,.392,.295,,82,-3.4,-149.1,46.1,9.6,2019,
CIN,2462,6100,227,701,679,80,8.1%,23.5%,.178,.288,.244,.315,.422,.312,,85,-16.7,-138.0,34.5,9.4,2019,
TEX,2273,6204,223,810,765,131,8.6%,25.4%,.183,.304,.248,.319,.431,.317,,88,12.0,-86.8,-37.5,9.2,2019,
KCR,2269,6080,162,691,655,117,7.5%,23.1%,.154,.301,.247,.309,.401,.302,,84,-1.7,-126.2,5.4,9.1,2019,
BAL,2386,6189,213,729,698,84,7.5%,23.2%,.168,.293,.246,.310,.415,.308,,88,2.0,-91.4,-63.8,6.1,2019,
MIA,2402,6045,146,615,593,55,6.5%,24.3%,.134,.300,.241,.298,.375,.288,,79,-23.9,-195.6,26.4,2.8,2019,
DET,2316,6039,149,582,556,57,6.5%,26.4%,.148,.308,.240,.294,.388,.290,,77,-6.8,-181.0,-53.8,-2.1,2019,
CHW,889,2267,96,306,294,20,7.9%,25.2%,.192,.314,.261,.326,.453,.334,,112,-0.5,33.8,2.5,13.4,2020,
SDP,913,2231,95,325,312,55,9.1%,21.5%,.209,.291,.257,.333,.466,.341,,116,2.1,47.9,7.4,13.1,2020,
LAD,921,2316,118,349,327,29,9.8%,20.3%,.227,.276,.256,.338,.483,.350,,121,-5.1,56.9,-15.3,12.0,2020,
ATL,900,2344,103,348,338,23,10.2%,24.4%,.215,.322,.268,.349,.483,.355,,120,3.7,62.1,-11.8,11.0,2020,
NYM,902,2279,86,286,278,20,8.6%,21.9%,.187,.320,.272,.348,.459,.347,,123,-11.1,55.4,-9.3,10.4,2020,
NYY,878,2210,94,315,301,27,11.4%,21.7%,.200,.280,.247,.342,.447,.341,,117,6.0,51.1,-8.3,9.9,2020,
TBR,946,2261,80,289,274,48,10.7%,26.9%,.187,.300,.238,.328,.425,.325,,111,5.6,35.6,5.6,9.9,2020,
OAK,865,2201,71,274,264,26,10.8%,23.8%,.171,.271,.225,.322,.396,.314,,102,6.4,10.5,9.8,9.6,2020,
MIN,882,2168,91,269,258,14,8.6%,24.4%,.186,.283,.242,.315,.427,.319,,101,0.4,3.8,-3.0,9.5,2020,
SFG,974,2259,81,299,290,19,8.6%,22.1%,.187,.311,.263,.335,.451,.337,,113,-3.2,34.2,-16.8,9.5,2020,
LAA,890,2308,85,294,285,21,10.4%,21.2%,.182,.284,.248,.332,.430,.329,,108,-3.5,18.1,-14.5,8.3,2020,
CHC,908,2214,74,265,248,24,10.3%,25.7%,.167,.270,.220,.318,.387,.309,,90,4.7,-23.6,7.4,8.1,2020,
STL,827,2011,51,240,231,18,10.2%,23.7%,.137,.290,.234,.323,.371,.306,,94,-0.7,-16.6,7.3,7.8,2020,
CLE,869,2247,59,248,234,25,10.6%,23.0%,.144,.277,.228,.317,.372,.303,,90,-1.2,-29.0,6.1,7.6,2020,
BOS,884,2304,81,292,278,31,8.1%,23.7%,.180,.321,.265,.330,.445,.333,,106,-0.5,16.4,-5.6,7.1,2020,
KCR,940,2200,68,248,237,49,7.8%,24.0%,.158,.297,.244,.309,.402,.308,,91,3.1,-20.3,-6.6,7.0,2020,
PHI,875,2223,82,306,289,35,10.3%,21.6%,.183,.299,.257,.342,.439,.336,,108,3.3,26.3,-18.0,6.6,2020,
DET,882,2076,62,249,242,19,7.1%,27.3%,.152,.314,.245,.303,.397,.303,,90,-2.3,-27.6,-8.0,5.6,2020,
SEA,843,2181,60,254,244,50,9.5%,25.0%,.144,.281,.226,.309,.370,.298,,91,7.0,-16.2,-5.7,5.4,2020,
TOR,910,2263,88,302,288,33,9.0%,22.4%,.186,.297,.255,.325,.441,.329,,104,-2.9,7.8,-14.2,5.3,2020,
HOU,860,2229,69,279,268,22,8.6%,19.7%,.168,.273,.240,.312,.408,.311,,98,-0.6,-5.1,-19.9,5.2,2020,
ARI,862,2238,58,269,255,23,8.1%,20.6%,.150,.282,.241,.312,.391,.306,,87,5.5,-31.2,1.1,4.8,2020,
CIN,889,2123,90,243,237,29,11.3%,25.2%,.191,.245,.212,.312,.403,.312,,88,-6.0,-38.1,-11.7,4.4,2020,
MIL,906,2188,75,247,238,15,10.1%,26.6%,.166,.278,.223,.313,.389,.307,,89,-17.6,-49.3,-5.7,4.2,2020,
BAL,906,2242,77,274,264,19,7.3%,22.9%,.171,.309,.258,.321,.429,.323,,102,-4.1,1.2,-21.0,3.9,2020,
MIA,904,2167,60,263,247,51,8.8%,24.8%,.141,.306,.244,.319,.384,.308,,95,4.0,-10.6,-10.7,3.6,2020,
WSN,870,2218,66,293,279,33,8.7%,20.3%,.170,.308,.264,.336,.433,.330,,104,-3.6,7.4,-31.8,3.4,2020,
COL,888,2257,63,275,264,42,7.1%,24.1%,.148,.316,.257,.311,.405,.307,,77,10.8,-55.8,6.1,2.9,2020,
PIT,873,2134,59,219,210,16,7.8%,24.4%,.137,.268,.220,.284,.357,.279,,73,-2.3,-77.0,-9.0,0.9,2020,
TEX,865,2147,62,224,204,49,7.8%,25.5%,.147,.266,.217,.285,.364,.283,,77,3.0,-57.3,-17.8,0.1,2020,
HOU,2319,6291,221,863,834,53,9.0%,19.4%,.177,.303,.267,.339,.444,.336,,116,-6.2,117.4,7.0,33.9,2021,
TOR,2383,6070,262,846,816,81,8.2%,20.1%,.200,.296,.266,.330,.466,.340,,112,2.8,95.1,2.6,30.4,2021,
SFG,2597,6196,241,804,768,66,9.7%,23.6%,.191,.295,.249,.329,.440,.329,,108,-6.4,54.8,39.6,30.0,2021,
TBR,2389,6213,222,857,810,88,9.4%,24.8%,.186,.294,.243,.321,.429,.322,,109,11.2,82.4,5.4,29.9,2021,
LAD,2459,6239,237,830,799,65,9.8%,22.6%,.185,.284,.244,.330,.429,.327,,106,9.3,54.7,33.7,29.5,2021,
CHW,2292,6084,190,796,757,57,9.6%,22.8%,.166,.310,.256,.336,.422,.329,,109,-0.9,68.1,-22.7,25.2,2021,
STL,2384,6001,198,706,678,89,8.0%,22.3%,.168,.287,.244,.313,.412,.312,,97,11.7,-11.2,60.5,24.8,2021,
BOS,2353,6122,219,829,783,40,8.4%,22.6%,.188,.309,.261,.328,.449,.333,,107,-4.4,45.0,-22.0,23.1,2021,
OAK,2353,6104,199,743,698,88,8.9%,22.1%,.168,.278,.238,.317,.406,.313,,102,11.8,23.6,-3.5,22.8,2021,
MIL,2403,6099,194,738,700,82,9.6%,24.0%,.163,.283,.233,.317,.396,.310,,91,8.5,-61.2,81.2,22.2,2021,
ATL,2392,6056,239,790,762,59,9.1%,24.0%,.191,.288,.244,.319,.435,.323,,98,5.4,-8.4,28.8,22.1,2021,
CIN,2472,6162,222,786,756,36,9.0%,23.1%,.182,.296,.249,.328,.431,.327,,98,-15.1,-28.9,21.0,19.6,2021,
WSN,2386,6113,182,724,686,56,9.4%,21.3%,.159,.307,.258,.337,.417,.326,,101,-25.4,-19.6,9.5,19.2,2021,
SDP,2497,6119,180,729,695,110,9.6%,21.6%,.159,.287,.242,.321,.401,.312,,97,0.7,-20.5,5.1,18.7,2021,
PHI,2394,6089,198,734,700,77,9.3%,23.0%,.168,.286,.240,.318,.408,.313,,93,7.8,-47.9,32.6,18.6,2021,
NYY,2354,6060,222,711,666,63,10.2%,24.5%,.169,.285,.237,.322,.407,.317,,101,-15.1,-6.5,-17.9,18.2,2021,
NYM,2419,5856,176,636,604,54,8.5%,23.8%,.152,.291,.239,.315,.391,.307,,96,-13.5,-41.0,28.8,18.1,2021,
MIN,2356,6078,228,729,690,54,8.6%,23.1%,.182,.282,.241,.314,.423,.318,,101,-3.1,2.1,-35.2,17.4,2021,
CLE,2300,5907,203,717,686,109,7.7%,23.5%,.169,.282,.238,.303,.407,.306,,93,7.4,-43.9,1.0,15.8,2021,
CHC,2475,5972,210,705,672,86,8.4%,26.7%,.171,.296,.237,.312,.407,.311,,92,-8.6,-71.8,27.0,15.3,2021,
COL,2344,6007,182,739,709,76,8.2%,22.6%,.165,.299,.249,.317,.414,.315,,82,12.4,-125.7,77.6,15.1,2021,
KCR,2368,5993,163,686,647,124,7.0%,21.0%,.147,.292,.249,.306,.396,.304,,89,13.2,-64.9,-6.1,13.3,2021,
LAA,2325,6016,190,723,691,79,7.7%,23.2%,.162,.294,.245,.310,.407,.308,,94,6.8,-35.5,-38.1,13.1,2021,
TEX,2252,5943,167,625,598,106,7.3%,23.2%,.143,.280,.232,.294,.375,.291,,84,-1.8,-118.2,37.5,12.1,2021,
MIA,2436,5928,158,623,594,106,7.6%,26.2%,.139,.296,.233,.298,.372,.291,,84,0.4,-119.3,37.9,11.5,2021,
SEA,2360,6010,199,697,673,64,8.9%,24.8%,.159,.273,.226,.303,.385,.300,,93,-7.1,-56.0,-33.7,11.4,2021,
ARI,2449,6144,144,679,644,43,8.7%,23.8%,.146,.295,.236,.309,.382,.301,,84,6.6,-117.7,24.8,11.0,2021,
PIT,2393,5983,124,609,570,60,8.8%,22.2%,.128,.290,.236,.309,.364,.294,,83,-3.9,-135.8,29.1,9.1,2021,
BAL,2376,5983,195,659,632,54,7.5%,24.3%,.163,.290,.239,.304,.402,.305,,91,-6.2,-75.5,-38.7,8.9,2021,
DET,2341,5979,179,697,675,88,8.2%,25.3%,.158,.300,.242,.308,.399,.306,,93,1.2,-53.2,-60.8,8.9,2021,
